종목코드,한글 종목약명,영문 종목명,상장일,시장구분,상장주식수,ESG등급,환경,사회,지배구조,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금,온실가스 배출량(tCO2-eq),에너지 사용량(TJ)
14280,금강공업,KUMKANG KIND,1988-09-10,KOSPI,29329,C,C,C,B+,4600,9530,4930,107.17,55489356,440544,"14,638",252
53260,금강철강,"KEUM KANG STEEL CO., LTD",2002-01-04,KOSDAQ,18720,,,,,6720,5040,-1680,-25,113399011,851364,,
8870,금비,Kumbi,1990-06-08,KOSPI,1000,C,C,C,B,64900,64500,-400,-0.62,780443,60410,"77,829","1,137"
1570,금양,Kumyang,1976-12-17,KOSPI,49711,C,D,C,B+,4450,4505,55,1.24,213160887,1108192,,
2995,금호건설우,KUMHOE&C(1P),1988-10-06,KOSPI,292,,,,,29800,30750,950,3.19,672647,26321,,
2990,금호건설,KUMHOE&C,1976-06-26,KOSPI,36634,C,C,D,C,8800,11250,2450,27.84,61369953,720311,,
11785,금호석유우,KumhoPetrochemical(1P),1988-10-20,KOSPI,3023,,,,,84000,84100,100,0.12,12489413,1441354,,
11780,금호석유,KumhoPetrochemical,1988-01-22,KOSPI,30296,B+,B,A,A,209000,150500,-58500,-27.99,82814370,18115934,,
214330,금호에이치티,"Kumho HT, Inc.",2015-11-11,KOSPI,196567,C,C,C,B,2220,1715,-505,-22.75,787687835,1910483,,
1210,금호전기,KumhoElectric,1973-11-15,KOSPI,20861,B,C,B,B+,2515,2070,-445,-17.69,55523951,176337,,
73240,금호타이어,"KUMHOTIRECO.,INC",2005-02-17,KOSPI,287260,B+,B+,A,B+,3895,3975,80,2.05,215632424,1242421,"242,244","4,890"
36190,금화피에스시,"GEUMHWA PSC CO.,LTD.",2000-12-26,KOSDAQ,6000,,,,,28700,34300,5600,19.51,4171058,146284,,
49080,기가레인,"GIGALANE Co., Ltd.",2013-12-19,KOSDAQ,79243,,,,,1550,2040,490,31.61,254525318,566802,,
35460,기산텔레콤,"Kisan Telecom CO.,Ltd",1999-11-18,KOSDAQ,14577,,,,,2660,3315,655,24.62,184777695,630506,,
92440,기신정기,KISHIN CORPORATION,2007-10-30,KOSPI,29200,C,D,C,B,5180,4750,-430,-8.3,107527886,600324,,
270,기아,KIA CORPORATION,1973-07-21,KOSPI,405363,A+,A+,A+,A,80700,70000,-10700,-13.26,489315088,41085159,"697,887","14,066"
13700,까뮤이앤씨,CAMUS ENGINEERING & CONSTRUCTION Inc.,1989-11-30,KOSPI,45152,C,D,C,B+,2920,2615,-305,-10.45,1014930363,3201546,,
308100,까스텔바작,"Castelbajac Co., Ltd.",2019-06-10,KOSDAQ,6597,,,,,13300,9180,-4120,-30.98,20128523,280269,,
4545,깨끗한나라우,KleanNara(1P),1988-11-21,KOSPI,366,,,,,17000,21000,4000,23.53,2785922,102290,"383,458","4,843"
4540,깨끗한나라,KleanNara,1975-06-25,KOSPI,37241,B,B+,B,B,3855,4120,265,6.87,304663312,2077030,"383,458","4,843"
187790,나노,"NANO. Co., Ltd.",2014-05-08,KOSDAQ,27068,,,,,1450,1700,250,17.24,333963362,707838,,
286750,나노브릭,"NANOBRICK Co., Ltd.",2019-08-19,KOSDAQ,20465,,,,,4137,2915,-1222,-29.54,63835539,307731,,
151910,나노스,"NANOS Co.,Ltd.",2012-08-02,KOSDAQ,177134,,,,,7450,3775,-3675,-49.33,258959112,1777299,,
121600,나노신소재,"Advanced Nano Products Co.,Ltd",2011-02-09,KOSDAQ,10848,,,,,24800,52800,28000,112.9,88404462,4376033,,
247660,나노씨엠에스,"NANOCMS CO.,LTD",2021-03-09,KOSDAQ,4289,,,,,22400,46550,24150,107.81,83537553,4771434,,
39860,나노엔텍,"NanoenTek,Inc.",2000-08-16,KOSDAQ,26808,C,D,C,B,7030,6450,-580,-8.25,253537190,2379927,,
91970,나노캠텍,Nano Chem Tech Inc.,2007-01-30,KOSDAQ,28080,,,,,1955,1610,-345,-17.65,80157105,178876,,
244880,나눔테크,NANOOM,2016-06-01,KONEX,5020,,,,,2610,2880,270,10.34,621593,1470,,
288490,나라소프트,NARASOFT,2018-11-23,KONEX,36897,,,,,246,161,-85,-34.55,2717054,523,,
51490,나라엠앤디,"NARA MOLD & DIE CO., LTD.",2001-06-12,KOSDAQ,14200,,,,,9750,8730,-1020,-10.46,125794665,1488375,,
137080,나래나노텍,NARAE NANOTECH CORPORATION,2022-02-08,KOSDAQ,11059,,,,,,,,,,,,
190510,나무가,"Namuga Co.,Ltd",2015-11-12,KOSDAQ,13742,,,,,9699,10800,1101,11.35,90208738,1022157,,
242040,나무기술,"NAMU TECH CO.,LTD.",2016-09-07,KOSDAQ,34242,,,,,2750,2625,-125,-4.55,274577520,906659,,
89600,나스미디어,"Nasmedia Co., Ltd.",2013-07-17,KOSDAQ,9605,B+,C,B+,A,31308,28600,-2708,-8.65,12555320,470391,,
293580,나우IB,NAU IB Capital,2018-10-04,KOSDAQ,9577,C,D,C,C,10400,9390,-1010,-9.71,39275046,539615,,
257990,나우코스,NOWCOS,2020-12-30,KONEX,3913,,,,,8850,4980,-3870,-43.73,382883,2724,,
138610,나이벡,"NIBEC CO., LTD.",2011-07-13,KOSDAQ,9903,,,,,33100,21200,-11900,-35.95,50869873,1897568,,
130580,나이스디앤비,"NICE D&B CO., LTD.",2011-12-22,KOSDAQ,15400,,,,,9580,9630,50,0.52,4233422,43427,,
36800,나이스정보통신,NICE INFORMATION&TELECOMMUNICATION INC.,2000-05-03,KOSDAQ,10000,,,,,27700,30050,2350,8.48,6691770,216900,,
30190,NICE평가정보,"NICE Information Service Co., Ltd.",2000-05-16,KOSDAQ,60715,B+,B,A,B,22600,18400,-4200,-18.58,31006333,663608,,
267320,나인테크,"Naintech. CO.,LTD.",2017-06-22,KOSDAQ,39397,,,,,4370,3355,-1015,-23.23,332627755,1635586,,
1260,남광토건,NamkwangEngineering&Construction,1976-12-28,KOSPI,9829,C,D,C,B,12400,13450,1050,8.47,25491071,417212,,
8355,남선알미우,NamsunAluminium(1P),1989-12-23,KOSPI,308,,,,,38500,23400,-15100,-39.22,1328726,54816,,
8350,남선알미늄,NamsunAluminium,1978-05-22,KOSPI,110179,C,C,B,B,4230,2370,-1860,-43.97,1080251557,4141712,,
4270,남성,Namsung,1989-11-14,KOSPI,36212,C,D,C,B,4125,3000,-1125,-27.27,239928699,923034,,
3925,남양유업우,NamyangDairyProducts(1P),1988-06-20,KOSPI,167,,,,,177000,188000,11000,6.21,301561,75045,"88,784","2,038"
3920,남양유업,NamyangDairyProducts,1978-06-24,KOSPI,720,B+,B+,B+,B+,291000,390000,99000,34.02,2211302,1100154,"88,784","2,038"
25860,남해화학,NamhaeChemical,1995-11-10,KOSPI,49679,B,C,B,B+,8440,9880,1440,17.06,288839313,3441207,"67,525",958
111710,남화산업,"Namhwa Industrial Co.,Ltd",2018-11-29,KOSDAQ,20588,,,,,10500,8520,-1980,-18.86,16362197,173904,,
91590,남화토건,"Nam Hwa Construction Company, Limited",2012-01-31,KOSDAQ,11740,,,,,12000,9240,-2760,-23,30464473,374409,,
168330,내츄럴엔도텍,"Naturalendo Tech Co., Ltd",2013-10-31,KOSDAQ,31175,,,,,5050,6000,950,18.81,47149974,392656,,
94860,네오리진,NEORIGIN,2007-04-16,KOSDAQ,99809,,,,,1545,886,-659,-42.65,705497309,975843,,
253590,네오셈,Neosem Inc.,2018-04-04,KOSDAQ,37678,,,,,3300,3095,-205,-6.21,66002305,224681,,
212560,네오오토,"NEOOTO Co., Ltd.",2015-11-18,KOSDAQ,7875,,,,,5230,6710,1480,28.3,114653792,1068508,"16,275",332
95660,네오위즈,NEOWIZ,2007-07-02,KOSDAQ,22034,,,,,22550,25950,3400,15.08,227132987,6895089,,
42420,네오위즈홀딩스,NEOWIZ HOLDINDS Corporation,2000-06-27,KOSDAQ,8857,,,,,29450,55700,26250,89.13,91179135,5130789,,
950220,네오이뮨텍(Reg.S),"NeoImmuneTech, Inc.(Reg.S)",2021-03-16,KOSDAQ,98742,,,,,,,,,,,,
311390,네오크레마,"Neo Cremar Co., Ltd.",2019-08-22,KOSDAQ,7982,,,,,7480,21350,13870,185.43,68936112,1104262,,
85910,네오티스,"NEO TECHNICAL SYSTEM CO., LTD",2007-10-01,KOSDAQ,13829,,,,,3950,5240,1290,32.66,85322690,463637,,
92730,네오팜,"Neopharm CO., LTD.",2007-01-30,KOSDAQ,8207,C,D,C,B+,31700,25200,-6500,-20.5,11736995,378416,,
290660,네오펙트,"NEOFECT Co.,Ltd",2018-11-28,KOSDAQ,19241,,,,,2745,2650,-95,-3.46,115240699,444840,,
306620,네온테크,"Neontech Co., Ltd.",2018-10-31,KOSDAQ,40749,,,,,3835,3740,-95,-2.48,362949285,1478879,,
153460,네이블,"Nable Communications, Inc.",2012-07-19,KOSDAQ,6530,,,,,6260,7890,1630,26.04,19854228,170720,,
7390,네이처셀,"NATURECELL CO.,LTD.",1992-11-30,KOSDAQ,62627,C,D,C,C,8900,16100,7200,80.9,463656360,10739623,,
86220,네추럴FNP,Natural F&P,2015-07-09,KONEX,10574,,,,,2330,2390,60,2.58,633035,1333,,
33640,네패스,NEPES Corporation,1999-12-14,KOSDAQ,23059,C,B,B+,C,36250,29350,-6900,-19.03,71245079,2646663,"13,193",268
330860,네패스아크,Nepes Ark Corporation,2020-11-17,KOSDAQ,12184,,,,,39050,42650,3600,9.22,34893352,1651515,,
5725,넥센우,NEXEN(1P),1989-09-23,KOSPI,3601,,,,,2860,3525,665,23.25,8536338,34663,"17,210",310
5720,넥센,NEXEN,1987-12-19,KOSPI,53544,B+,B+,A,B,4605,4240,-365,-7.93,16232156,79903,"17,210",310
2355,넥센타이어1우B,NEXENTIRE(1PB),1999-06-08,KOSPI,6500,,,,,2905,3040,135,4.65,3399358,11744,,
2350,넥센타이어,NEXENTIRE,1976-05-19,KOSPI,97668,B+,B+,A,B+,7720,5990,-1730,-22.41,73721101,613928,"177,538","3,524"
89140,넥스턴바이오,NEXTURNBIOSCIENCE,2006-11-01,KOSDAQ,33221,,,,,5374,4060,-1314,-24.45,596244005,4941227,,
65170,넥스트BT,"NEXT BT Co., LTD.",2002-11-19,KOSDAQ,88971,,,,,1340,1235,-105,-7.84,765010086,1327697,,
3580,넥스트사이언스,NEXT SCIENCE,1990-03-23,KOSPI,42166,C,D,C,B,4350,15050,10700,245.98,619173298,12249879,,
137940,넥스트아이,"NextEye Co., Ltd.",2011-06-14,KOSDAQ,78321,,,,,1205,1265,60,4.98,1182785907,2398189,,
160550,NEW,"Next Entertainment World Co., Ltd.",2014-12-23,KOSDAQ,27906,,,,,12300,11600,-700,-5.69,210714826,2808403,,
348210,넥스틴,NEXTIN Inc.,2020-10-08,KOSDAQ,9682,,,,,64700,59900,-4800,-7.42,17025461,1059363,,
41140,넥슨지티,"Nexon GT Co., Ltd.",2000-07-25,KOSDAQ,35373,C,D,B,C,12450,22850,10400,83.53,272783720,5097490,,
217270,넵튠,Neptune Company,2015-06-18,KOSDAQ,31814,,,,,22750,19700,-3050,-13.41,102746376,2732757,,
225570,넷게임즈,"NAT GAMES Co., Ltd.",2015-09-25,KOSDAQ,28857,,,,,14200,21950,7750,54.58,255823301,4685174,,
251270,넷마블,Netmarble Corporation,2017-05-12,KOSPI,85954,B+,D,B+,A,118500,108000,-10500,-8.86,69387932,8883860,,
317860,노드메이슨,Nordmason,2019-12-06,KONEX,4430,,,,,11250,8600,-2650,-23.56,278285,2416,,
104620,노랑풍선,"Yellow Balloon Tour Co., Ltd.",2019-01-30,KOSDAQ,14297,,,,,8173,16250,8077,98.83,151683967,2740062,,
90355,노루페인트우,NOROO PAINT(1P),2006-07-03,KOSPI,463,,,,,12800,20950,8150,63.67,6966961,209905,,
90350,노루페인트,NOROO PAINT,2006-07-03,KOSPI,20000,A,A,A+,B+,9300,11800,2500,26.88,181006219,2371832,,
325,노루홀딩스우,NorooHoldings(1P),1989-01-21,KOSPI,185,,,,,15700,43100,27400,174.52,4845065,322722,,
320,노루홀딩스,NorooHoldings,1973-08-10,KOSPI,13291,A,A,A+,B+,11250,12500,1250,11.11,22337351,327414,,
194700,노바렉스,"NOVAREX Co., Ltd.",2018-11-14,KOSDAQ,9004,C,D,C,B+,39750,42700,2950,7.42,13690806,590482,,
285490,노바텍,NOVATECH,2018-11-02,KOSDAQ,10082,,,,,32098,36350,4252,13.25,23984519,963859,,
229500,노브메타파마,NOVMETAPHARMA,2015-10-28,KONEX,8963,,,,,22550,19150,-3400,-15.08,864105,20213,,
106520,노블엠앤비,Noble M&B,2012-07-13,KOSDAQ,22363,,,,,8231,4860,-3371,-40.95,199612159,307771,,
376930,노을,"Noul Co., Ltd.",2022-03-03,KOSDAQ,10425,,,,,,,,,,,,
278650,노터스,"KNOTUS Co.,Ltd.",2019-11-27,KOSDAQ,7652,,,,,26200,29000,2800,10.69,27050674,796122,,
6280,녹십자,Green Cross Corporation,1989-08-01,KOSPI,11687,B+,B+,B+,B+,322000,193500,-128500,-39.91,28282043,9075912,"41,824","1,036"
142280,녹십자엠에스,Green Cross Medical Science Corporation,2014-12-17,KOSDAQ,21117,,,,,9860,8320,-1540,-15.62,186384801,1821538,,
234690,녹십자웰빙,GREEN CROSS WellBeing Corporation,2019-10-14,KOSDAQ,17752,,,,,11900,9170,-2730,-22.94,34741170,405467,,
5257,녹십자홀딩스2우,Green Cross Holdings Corporation(2PB),1997-03-19,KOSPI,846,,,,,70300,49500,-20800,-29.59,588845,50209,,
5250,녹십자홀딩스,Green Cross Holdings Corporation,1978-08-28,KOSPI,47028,B+,B+,B+,B+,33250,22750,-10500,-31.58,58667332,2011888,,
65560,녹원씨엔아이,"Nokwon Commercials & Industries, Inc.",2003-07-01,KOSDAQ,22761,,,,,5770,5770,0,0,0,0,,
4370,농심,Nongshim,1976-06-30,KOSPI,6083,B+,B,A,B,276000,290500,14500,5.25,7982429,2443994,"185,370","3,645"
72710,농심홀딩스,NongshimHoldings,2003-07-30,KOSPI,4638,B+,B,A,B+,74000,71500,-2500,-3.38,1412027,111688,,
154030,아시아종묘,"ASIA SEED Co.,Ltd.",2018-02-12,KOSDAQ,10620,,,,,5400,5670,270,5,84949193,598343,,
54050,농우바이오,"NONG WOO BIO CO.,LTD.",2002-04-02,KOSDAQ,16031,B,D,B,B+,11850,10950,-900,-7.59,36402020,483754,,
69140,누리플랜,"Nuriplan Co., Ltd",2010-10-26,KOSDAQ,7103,,,,,6730,7370,640,9.51,56079124,471245,,
40160,누리플렉스,NuriFlex,2000-08-29,KOSDAQ,12056,,,,,7000,7940,940,13.43,98192920,974932,,
332290,누보,NOUSBO,2019-10-11,KOSDAQ,31686,,,,,1998,2595,597,29.88,91798850,252755,,
126870,뉴로스,"NEUROS Co., Ltd.",2012-02-15,KOSDAQ,35639,,,,,3625,2230,-1395,-38.48,30517321,90365,,
60260,뉴보텍,"NUVOTEC Co., Ltd",2002-02-05,KOSDAQ,33434,,,,,1345,1115,-230,-17.1,68252349,101802,,
12340,뉴인텍,"NUIN TEK CO., LTD",1997-02-12,KOSDAQ,30045,,,,,3940,3230,-710,-18.02,288586989,1205599,,
214870,뉴지랩파마,NewGLAB Pharma,2015-10-13,KOSDAQ,31326,,,,,11050,8980,-2070,-18.73,83416136,956685,,
270870,뉴트리,"Newtree Co., Ltd.",2018-12-13,KOSDAQ,9180,,,,,27900,19300,-8600,-30.82,11662188,374178,,
144960,뉴파워프라즈마,"New Power Plasma Co.,Ltd",2016-11-30,KOSDAQ,43693,,,,,5860,5880,20,0.34,198681729,1447183,,
85670,뉴프렉스,"NEWFLEX TECHNOLOGY Co., LTD.",2006-01-17,KOSDAQ,24210,,,,,1825,5030,3205,175.62,376520676,1671145,,
119860,다나와,"DANAWA Co., Ltd",2011-01-24,KOSDAQ,13075,B,D,B,B+,32150,22300,-9850,-30.64,29308514,917347,,
64260,다날,"DANAL CO., LTD.",2004-07-23,KOSDAQ,68949,,,,,7860,10750,2890,36.77,2613674856,28902062,,
93640,다믈멀티미디어,"Tamul Multimedia, Co., Ltd.",2007-10-19,KOSDAQ,18248,,,,,3155,4200,1045,33.12,183215724,801168,,
340360,다보링크,DAVOLINK,2019-12-19,KOSDAQ,42765,,,,,2575,1650,-925,-35.92,371764726,1080070,,
39560,다산네트웍스,"DASAN Networks, Inc.",2000-06-22,KOSDAQ,36381,,,,,8950,6290,-2660,-29.72,65298709,618706,,
58730,다스코,Development Advance Solution,2004-08-02,KOSPI,16877,B,B,C,B+,5010,4910,-100,-2,45461071,287352,,
23590,다우기술,DaouTechnology,1997-08-27,KOSPI,44867,B+,B,A,B+,25350,21650,-3700,-14.6,33409025,869458,,
32190,다우데이타,DAOU DATA CORP.,1999-12-21,KOSDAQ,38300,B,D,B+,B,12150,13550,1400,11.52,40723907,587211,,
323350,다원넥스뷰,DAWON NEXVIEW,2019-05-21,KONEX,918,,,,,21300,66000,44700,209.86,19505,956,,
68240,다원시스,"DAWONSYS Co., LTD",2010-09-14,KOSDAQ,31631,C,D,C,B+,17731,28850,11119,62.71,126349177,3186177,,
145210,다이나믹디자인,Dynamic Design,2015-03-19,KOSPI,158289,C,C,C,C,600,197,-403,-67.17,978878826,671339,,
271850,다이오진,DIOGENE,2017-06-19,KONEX,3123,,,,,2150,2470,320,14.88,355415,1024,,
343090,단디바이오,DanDiBio,2020-04-24,KONEX,5680,,,,,5660,14000,8340,147.35,3342531,51521,,
19680,대교,DAEKYO,2004-02-03,KOSPI,84703,B+,D,B+,A,4010,3620,-390,-9.73,189856833,977867,,
19685,대교우B,DAEKYO(1PB),2004-02-03,KOSPI,19427,,,,,2565,2635,70,2.73,120691813,470184,,
6370,대구백화점,DaeguDepartmentStore,1988-10-10,KOSPI,10822,B,D,B+,B+,8920,10100,1180,13.23,8542063,107701,,
00806K,대덕1우,"DAEDUCK Co.,LTD(1P)",2018-12-19,KOSPI,1212,,,,,7640,10900,3260,42.67,13394753,185901,,
8060,대덕,"DAEDUCK Co.,LTD",1989-01-26,KOSPI,33890,A,B+,A,A,6660,7330,670,10.06,187391366,1608736,,
353200,대덕전자,DaeduckElectronics,2020-05-21,KOSPI,49417,,,,,13950,23650,9700,69.53,373113553,6943723,"125,142","2,541"
35320K,대덕전자1우,DaeduckElectronics(1P),2020-05-21,KOSPI,2096,,,,,8970,13550,4580,51.06,40487295,686678,,
178600,대동고려삼,"DAEDONG KOREA GINSENG CO.,LTD.",2013-12-20,KONEX,4450,,,,,3950,4120,170,4.3,169571,685,,
20400,대동금속,DaedongMetal,1993-07-30,KOSDAQ,3189,,,,,8870,9770,900,10.15,17820377,221660,"36,877",699
8830,대동기어,DaedongGear,1991-05-17,KOSDAQ,8988,,,,,3560,7270,3710,104.21,41985255,329272,,
490,대동,DAEDONG CORPORATION,1975-06-27,KOSPI,23728,B+,B,B,B+,8100,12400,4300,53.09,130868034,1514416,,
48470,대동스틸,"DAE DONG STEEL CO., LTD.",2002-01-10,KOSDAQ,10000,,,,,5290,6500,1210,22.87,66373244,465165,,
8110,대동전자,DAIDONGElECTRONICS,1990-06-05,KOSPI,10490,C,C,C,B+,5450,10950,5500,100.92,36696445,344909,,
4780,대륙제관,DaeryukCan,1994-12-29,KOSDAQ,15903,,,,,5070,5260,190,3.75,110432230,695419,,
5750,대림B&Co,DAELIM B&Co,1992-12-23,KOSPI,16672,C,C,C,B+,5330,7840,2510,47.09,44337224,363253,,
17650,대림제지,DaelimPaper,1994-11-07,KOSDAQ,9000,,,,,11850,10300,-1550,-13.08,16706391,216547,"105,598","1,699"
6570,대림통상,DaelimTrading,1975-11-20,KOSPI,15225,C,C,C,C,3860,3950,90,2.33,10401091,45561,,
7720,대명소노시즌,"DAEMYUNG SONOSEASON CO.,LTD.",1994-01-06,KOSDAQ,100800,,,,,1390,1265,-125,-8.99,335742460,502802,,
317850,대모,"DAEMO Engineering Co.,Ltd.",2019-07-24,KOSDAQ,8324,,,,,4715,4835,120,2.55,29372968,183470,,
290670,대보마그네틱,"DAEBO MAGNETIC CO.,LTD.",2018-11-06,KOSDAQ,7825,,,,,34100,48900,14800,43.4,22022846,1011152,,
78140,대봉엘에스,"Daebongls co., Ltd",2005-12-23,KOSDAQ,11087,,,,,9460,9500,40,0.42,20065646,203216,,
1685,대상우,Daesang(1P),1989-11-21,KOSPI,1370,,,,,16950,16950,0,0,2904133,60248,"508,708","10,902"
1680,대상,Daesang,1970-04-01,KOSPI,34648,A,A,A+,B+,24750,21950,-2800,-11.31,46441639,1229900,"508,708","10,902"
84695,대상홀딩스우,Daesang Holdings(1P),2005-08-17,KOSPI,913,,,,,8090,11350,3260,40.3,14381176,233274,,
84690,대상홀딩스,Daesang Holdings,2005-08-17,KOSPI,36213,A,A,A+,B+,9110,9080,-30,-0.33,32519871,353346,,
36480,대성미생물,"Daesung Microbiological Labs. Co., Ltd.",2000-04-04,KOSDAQ,3800,,,,,17300,12700,-4600,-26.59,8630007,163987,,
128820,대성산업,DAESUNG INDUSTRIAL,2010-07-30,KOSPI,45235,C,C,C,B+,3790,4475,685,18.07,230824196,1202396,,
117580,대성에너지,DAESUNG ENERGY,2010-12-24,KOSPI,27500,B,B,B,B,5280,12700,7420,140.53,521388240,6097399,,
25440,대성엘텍,"DAESUNG ELTEC CO., LTD.",1995-05-22,KOSDAQ,100971,,,,,1150,765,-385,-33.48,447312169,547026,,
27830,대성창투,"Daesung Private Equity, Inc.",1999-11-30,KOSDAQ,40000,,,,,2190,2655,465,21.23,1059834492,4427134,,
104040,대성파인텍,"Daesung Fine Tech. Co., Ltd",2009-01-23,KOSDAQ,31301,,,,,2430,2310,-120,-4.94,968330273,2752437,,
16710,대성홀딩스,DAESUNG HOLDINGS,1999-12-22,KOSPI,16089,B,C,B+,B,26400,51000,24600,93.18,14016241,565583,,
387310,대신밸런스제10호스팩,Daishin Balance No.10 Special Purpose Acquisition Company,2021-09-17,KOSDAQ,5460,,,,,,,,,,,,
397500,대신밸런스제11호스팩,Daishin Balance No.11 Special Purpose Acquisition Company,2021-12-02,KOSDAQ,7610,,,,,,,,,,,,
336570,대신밸런스제8호스팩,Daishin Balance No.8 Special Purpose Acquisition Company,2019-12-19,KOSDAQ,5610,,,,,2090,2675,585,27.99,7240772,17202,,
20180,대신정보통신,DaishinInformation,1995-10-06,KOSDAQ,38429,,,,,1595,1450,-145,-9.09,952084274,1977067,,
3545,대신증권우,DaishinSecurities(1P),1988-09-01,KOSPI,26000,,,,,11400,15200,3800,33.33,28345340,463746,,
3547,대신증권2우B,DAISHINSECURITIES(2PB),2007-11-09,KOSPI,10000,,,,,10900,14850,3950,36.24,9622619,154014,,
3540,대신증권,DaishinSecurities,1975-10-01,KOSPI,50773,A,B,A+,A,14100,17700,3600,25.53,35751777,665729,,
45390,대아티아이,"DAEA TI CO., LTD.",2001-05-17,KOSDAQ,71152,B,B,C,B+,4985,4150,-835,-16.75,648049308,4090282,,
9190,대양금속,DaiyangMetal,1994-04-29,KOSPI,32168,C,C,C,B,3640,4140,500,13.74,263919566,1380036,"20,080",394
108380,대양전기공업,"DAYANG ELECTRIC CO.,LTD",2011-07-08,KOSDAQ,9567,,,,,15250,15300,50,0.33,14829256,279029,,
6580,대양제지,DaeyangPaperMfg,1993-12-29,KOSDAQ,26850,,,,,3260,3260,0,0,0,0,"138,767","1,536"
14160,대영포장,DaeyoungPackaging,1990-03-06,KOSPI,108395,C,C,C,C,2380,2310,-70,-2.94,2028100135,6166748,,
47040,대우건설,DaewooEngineering&Construction,2001-03-23,KOSPI,415623,A,B+,A,A,5590,7320,1730,30.95,961015290,6940447,"111,658","1,697"
9320,대우부품,DAEWOO ELECTRONIC COMPONENTS,1989-08-25,KOSPI,47646,C,C,C,B,2615,2120,-495,-18.93,313492440,936122,,
42660,대우조선해양,DAEWOOSHIPBUILDING&MARINEENGINEERING,2001-02-02,KOSPI,107291,A,B,A+,A,25750,25700,-50,-0.19,135389534,3956597,"360,403","6,434"
3090,대웅,Daewoong,1973-06-26,KOSPI,58142,B,D,B+,B,32400,31400,-1000,-3.09,74835667,2768568,,
69620,대웅제약,DAEWOONGPHARMACEUTICAL,2002-11-01,KOSPI,11587,C,D,B,B,120000,167000,47000,39.17,21001223,3256296,,
7680,대원,"DAEWON CO., LTD.",2017-12-01,KOSDAQ,13446,,,,,9110,9830,720,7.9,16099191,171550,"22,919",373
430,대원강업,DaewonKangup,1977-06-22,KOSPI,62000,B,B,C,B+,4030,3130,-900,-22.33,92662745,401536,"21,896",440
48910,대원미디어,"DAEWON MEDIA CO.,LTD.",2001-07-31,KOSDAQ,12579,,,,,10800,17750,6950,64.35,117010384,3567376,,
5710,대원산업,Daewonsanup,1993-06-21,KOSDAQ,20038,,,,,6370,5800,-570,-8.95,14746520,112870,,
6345,대원전선우,DaewonCable(1P),1989-06-21,KOSPI,2621,,,,,2490,2975,485,19.48,29036027,147712,,
6340,대원전선,DaewonCable,1988-05-04,KOSPI,71017,C,C,C,B,1605,1915,310,19.31,2073361138,5574551,,
3220,대원제약,DaewonPharmaceutical,1999-12-15,KOSPI,21225,B,D,B,B+,15094,17150,2056,13.62,298949123,5880851,,
24890,대원화성,DaewonChemical,1997-10-28,KOSPI,41249,B,B,B,B+,2055,3100,1045,50.85,1264019384,5335056,,
290380,대유,"Dae Yu Co., Ltd.",2018-08-10,KOSDAQ,22478,,,,,8623,5450,-3173,-36.8,181659522,1380076,,
2880,대유에이텍,"DAYOU AUTOMOTIVE SEAT TECHNOLOGY CO.,LTD",1977-02-18,KOSPI,115094,C,C,C,B,1085,1180,95,8.76,1542963081,2478906,,
290120,대유에이피,"Dayou AP Co.,Ltd.",2018-12-07,KOSDAQ,11434,,,,,6850,5960,-890,-12.99,24617715,193541,,
300,대유플러스,DAYOUPLUS,1975-06-09,KOSPI,120999,C,C,C,C,789,1290,501,63.5,2066974551,3011902,,
120240,대정화금,"Daejung Chemicals & Metals Co., Ltd.",2010-12-20,KOSDAQ,7190,,,,,24800,18900,-5900,-23.79,61288695,1835699,,
3310,대주산업,Daejoo Inc.,1992-08-01,KOSDAQ,35392,,,,,2210,1910,-300,-13.57,511148959,1367648,,
114920,대주이엔티,"Daejoo Energy INnovation Technology Co.,Ltd",2013-07-01,KONEX,3470,,,,,1220,1060,-160,-13.11,150979,189,,
78600,대주전자재료,"Daejoo Electronic Materials Co., Ltd.",2004-12-10,KOSDAQ,15481,B,C,B,B+,35550,89200,53650,150.91,127487865,10385856,,
15230,대창단조,DaechangForging,1989-07-25,KOSPI,28572,B,B,C,B+,3390,4305,915,26.99,34741272,243135,"14,212",290
12800,대창,DAECHANG,1989-12-05,KOSPI,91140,C,B,B,C,1810,2000,190,10.5,1321217719,3171184,"34,107",693
96350,대창솔루션,"DAECHANG SOLUTION CO.,LTD.",2007-12-17,KOSDAQ,163761,,,,,415,493,78,18.8,1230167178,761331,,
140520,대창스틸,"DaeChang Steel CO., LTD.",2014-12-05,KOSDAQ,21109,,,,,2525,4475,1950,77.23,165463571,616357,,
131220,대한과학,"DAIHAN SCIENTIFIC CO., Ltd",2011-10-11,KOSDAQ,7454,,,,,13100,9360,-3740,-28.55,98882096,1419024,,
10170,대한광통신,"TAIHAN Fiberoptics Co.,LTD",1994-11-07,KOSDAQ,73742,,,,,3095,2155,-940,-30.37,177625834,590224,"20,671",425
60900,대한그린파워,Daehan Green Power Corporation,2002-09-17,KOSDAQ,172787,,,,,1885,1030,-855,-45.36,586995869,1065082,,
54670,대한뉴팜,"DAEHAN NEW PHARM CO., LTD.",2002-02-26,KOSDAQ,14355,,,,,10750,10950,200,1.86,46137585,528239,,
1070,대한방직,TaihanTextile,1973-12-28,KOSPI,5300,C,C,C,B+,40300,51200,10900,27.05,2262699,103432,"34,789",511
