회사명,종목코드,업종,상장일,지역,영문 종목명,시장구분,상장주식수,ESG등급,환경,사회,지배구조,등락률,거래량_x,거래대금_x,온실가스 배출량(tCO2-eq),에너지 사용량(TJ),corp_code,stock_name,corp_cls,induty_code,est_dt,2021년 NCSI,자산총계,자본금,자본총계,매출액,영업이익,순이익,종가,시가총액,거래량_y,거래대금_y,통근버스운행,본인학자금,복지카드,업무활동비,자격증수당,위험수당,사대보험,워크샵,신입사원교육,직무향상교육,리더십교육,해외연수지원,도서비지원,외국어교육지원,자격증취득지원,총개수,기준가&종가 평균,업종 대분류,온실가스/매출액
아모센스,357580,전자부품 제조업,2021-06-25,충청남도,"Amosense Co., Ltd.",KOSDAQ,11200,,,,,,,,,,,,,,,,,,,,,,22000,2.46E+11,781752,17219995750,,,,,,,,,,,,,,,,,,전자부품 및 반도체 제조,
타임기술,318660,소프트웨어 개발 및 공급업,2021-06-24,경상남도,TIME Technical Support,KONEX,2152,,,,,,,,,,1345724,타임기술,N,582,20181001,,,,,,,,1800,3873781800,425,770595,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,정보 통신 소프트웨어 및 공학연구,
이노뎁,303530,소프트웨어 개발 및 공급업,2021-06-18,서울특별시,INNODEP INC.,KOSDAQ,7338,,,,,,,,,,,,,,,,,,,,,,26800,1.96E+11,230829,6180433400,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,5,,정보 통신 소프트웨어 및 공학연구,
라온테크,232680,특수 목적용 기계 제조업,2021-06-17,경기도,RAONTEC Inc.,KOSDAQ,4936,,,,,152.76,16288384,468869,,,,,,,,,,,,,,,40100,1.98E+11,62158,2493561900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25679.5,"자동차, 기계, 장치, 장비 제조업",
삼성머스트스팩5호,380320,금융 지원 서비스업,2021-06-17,서울특별시,SAMSUNG MUST SPECIAL PURPOSE ACQUISITION 5 COMPANY,KOSDAQ,4810,,,,,,,,,,,,,,,,,,,,,,3390,16305900000,53351,180009495,,,,,,,,,,,,,,,,,,금융,
엘비루셈,376190,반도체 제조업,2021-06-11,경상북도,"LB Lusem Co., Ltd.",KOSDAQ,24600,,,,,,,,19794,406,,,,,,,,,,,,,12200,3.00E+11,398947,4817606300,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,7,,전자부품 및 반도체 제조,
이성씨엔아이,379390,"건축기술, 엔지니어링 및 관련 기술 서비스업",2021-06-04,부산광역시,IHSUNGCNI,KONEX,2841,,,,,,,,,,,,,,,,,,,,,,12450,35376177000,0,0,,,,,,,,,,,,,,,,,,"건축, 건설, 공사",
에이디엠코리아,187660,자연과학 및 공학 연구개발업,2021-06-03,서울특별시,ADM Korea Inc.,KOSDAQ,21836,,,,,,,,,,,,,,,,,,,,,,5790,1.26E+11,105700,618994470,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,6,,정보 통신 소프트웨어 및 공학연구,
에코프로에이치엔,383310,기타 화학제품 제조업,2021-05-28,충청북도,"ECOPRO HN CO., LTD",KOSDAQ,15305,,,,,,,,,,,,,,,,,,,,,,76600,1.17E+12,81873,6321553300,,,,,,,,,,,,,,,,,,화학제품 제조업,
LX홀딩스,383800,기타 금융업,2021-05-27,서울특별시,LX HOLDINGS,KOSPI,76281,,,,,,,,,,,,,,,,,,,,,,10150,7.74E+11,284970,2873906250,,,,,,,,,,,,,,,,,,금융,
제주맥주,276730,알코올음료 제조업,2021-05-26,제주특별자치도,"Jeju Beer Company, Limited",KOSDAQ,56686,,,,,,,,,,1230255,제주맥주,K,11112,20150209,,,,,,,,2535,1.43E+11,129773,328715065,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,,기타 제조업,
진시스템,363250,의료용 기기 제조업,2021-05-26,대전광역시,"Genesystem Co., Ltd",KOSDAQ,6879,,,,,,,,,,,,,,,,,,,,,,11500,79110570000,21876,250319450,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,,의료기기 의약품 제조업,
F&F,383220,봉제의복 제조업,2021-05-21,서울특별시,F&F,KOSPI,7661,,,,,,,,,,,,,,,,,,,,,,945000,7.24E+12,41494,38936666000,,,,,,,,,,,,,,,,,,기타 제조업,
삼성스팩4호,377630,금융 지원 서비스업,2021-05-21,서울특별시,SAMSUNG SPECIAL PURPOSE ACQUISITION 4 COMPANY,KOSDAQ,4020,,,,,,,,,,,,,,,,,,,,,,4930,19818600000,208869,1019030515,,,,,,,,,,,,,,,,,,금융,
삼영에스앤씨,361670,전자부품 제조업,2021-05-21,경기도,"SAMYOUNG S&C CO., LTD.",KOSDAQ,5668,,,,,,,,,,,,,,,,,,,,,,13350,75663234300,74603,989989000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,,전자부품 및 반도체 제조,
엔에이치스팩19호,380440,금융 지원 서비스업,2021-05-21,서울특별시,NH SPECIAL PURPOSE ACQUISITION 19 COMPANY,KOSPI,51290,,,,,,,,,,,,,,,,,,,,,,2070,1.06E+11,248024,511623145,,,,,,,,,,,,,,,,,,금융,
샘씨엔에스,252990,전자부품 제조업,2021-05-20,경기도,"SEMCNS Co., Ltd.",KOSDAQ,50154,,,,,,,,,,,,,,,,,,,,,,7270,3.65E+11,1536299,11196761900,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,,전자부품 및 반도체 제조,
씨앤씨인터내셔널,352480,기타 화학제품 제조업,2021-05-17,경기도,C&C International Corporation,KOSDAQ,10014,,,,,,,,,,,,,,,,,,,,,,18350,1.84E+11,7630,139235100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,화학제품 제조업,
에이치피오,357230,기타 식품 제조업,2021-05-14,서울특별시,"H.PIO Co.,Ltd",KOSDAQ,19938,,,,,,,,,,,,,,,,,,,,,,13450,2.68E+11,40126,539254850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,기타 제조업,
SK아이이테크놀로지,361610,일차전지 및 축전지 제조업,2021-05-11,서울특별시,SK ie technology,KOSPI,71298,,,,,,,,,,,,,,,,2605217,71298,2168056,394855,43969,45725,164500,1.17E+13,210361,34719227000,,,,,,,,,,,,,,,,,,기타 제조업,0
하이제6호스팩,377400,금융 지원 서비스업,2021-05-10,서울특별시,HI Special Purpose Acquisition Company VI,KOSDAQ,5408,,,,,,,,,,,,,,,,,,,,,,2145,11599087500,7294,15560550,,,,,,,,,,,,,,,,,,금융,
쿠콘,294570,기타 정보 서비스업,2021-04-28,서울특별시,coocon Corporation,KOSDAQ,10092,,,,,,,,,,,,,,,,201093,5046,129050,59175,16377,6870,72800,7.35E+11,41255,2990717700,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,,정보 통신 소프트웨어 및 공학연구,0
이삭엔지니어링,351330,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2021-04-21,경기도,"ISAAC Engineering Co., Ltd.",KOSDAQ,8289,,,,,,,,,,,,,,,,,,,,,,13200,1.09E+11,16724,220353800,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,6,,정보 통신 소프트웨어 및 공학연구,
해성티피씨,59270,기타 금속 가공제품 제조업,2021-04-21,인천광역시,"Haisung TPC Co., Ltd.",KOSDAQ,9460,,,,,,,,,,,,,,,,,,,,,,9450,89397000000,613786,5757108020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,기타 제조업,
유진스팩6호,373340,금융 지원 서비스업,2021-04-08,서울특별시,EUGENE SPECIAL PURPOSE ACQUISITION 6 COMPANY,KOSDAQ,3020,,,,,,,,,,,,,,,,,,,,,,2270,6855400000,34963,79522180,,,,,,,,,,,,,,,,,,금융,
유안타제8호스팩,367480,금융 지원 서비스업,2021-04-05,서울특별시,Yuanta 8 SPECIAL PURPOSE ACQUISITION COMPANY,KOSDAQ,6490,,,,,,,,,,,,,,,,,,,,,,2095,13596550000,112584,234782005,,,,,,,,,,,,,,,,,,금융,
엔시스,333620,기타 전기장비 제조업,2021-04-01,충청남도,"Nsys Co., Ltd.",KOSDAQ,10556,,,,,,,,,,,,,,,,,,,,,,21350,2.25E+11,430977,9248798000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,기타 제조업,
자이언트스텝,289220,"영화, 비디오물, 방송프로그램 제작 및 배급업",2021-03-24,서울특별시,GIANTSTEP Inc.,KOSDAQ,21834,,,,,,,,,,,,,,,,20710,3993,14329,15536,-1356,-1507,69700,7.61E+11,168730,11823079800,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,,"영화, 비디오물, 방송",0
제노코,361390,통신 및 방송 장비 제조업,2021-03-24,경기도,"Genohco, Inc",KOSDAQ,7501,,,,,,,,,,,,,,,,,,,,,,30950,2.32E+11,333984,10198160700,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,,"자동차, 기계, 장치, 장비 제조업",
라이프시맨틱스,347700,소프트웨어 개발 및 공급업,2021-03-23,서울특별시,Life Semantics Corp.,KOSDAQ,10120,,,,,,,,,,,,,,,,,,,,,,9900,1.00E+11,134319,1297437210,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,,정보 통신 소프트웨어 및 공학연구,
SK바이오사이언스,302440,기초 의약물질 및 생물학적 제제 제조업,2021-03-18,경기도,SK BIOSCIENCE,KOSPI,76500,,,,,,,,,,,,,,,,562232,30600,263790,225611,37710,32890,229500,1.76E+13,463985,1.06E+11,,,,,,,,,,,,,,,,,,의료기기 의약품 제조업,0
바이오다인,314930,의료용 기기 제조업,2021-03-17,서울특별시,"BIODYNE CO., LTD.",KOSDAQ,6168,,,,,,,,,,,,,,,,,,,,,,35800,2.21E+11,117404,4072353700,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,,의료기기 의약품 제조업,
DB금융스팩9호,367360,금융 지원 서비스업,2021-03-16,서울특별시,"DB Finance No.9 Special Purpose Acquisition Co., Ltd.",KOSDAQ,4840,,,,,,,,,,,,,,,,,,,,,,2095,10139800000,20370,42300325,,,,,,,,,,,,,,,,,,금융,
화승알앤에이,378850,자동차 신품 부품 제조업,2021-03-15,경상남도,"HWASEUNG R&A CO., LTD.",KOSPI,18994,,,,,,,,19814,401,,,,,,,,,,,,,5130,97437285990,24438,125109890,,,,,,,,,,,,,,,,,,"자동차, 기계, 장치, 장비 제조업",
싸이버원,356890,소프트웨어 개발 및 공급업,2021-03-11,서울특별시,"CyberOne Co., Ltd.",KOSDAQ,4741,,,,,-31.39,85579101,1635340,,,,,,,,,,,,,,,13450,63540893500,35522,474584850,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4,15175,정보 통신 소프트웨어 및 공학연구,
프레스티지바이오로직스,334970,의약품 제조업,2021-03-11,충청북도,"Prestige Biologics Co., Ltd.",KOSDAQ,47206,,,,,-40.08,380860157,6032921,,,,,,,,,,,,,,,9770,4.61E+11,108822,1053086860,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,8,9675,의료기기 의약품 제조업,
나노씨엠에스,247660,전자부품 제조업,2021-03-09,충청남도,"NANOCMS CO.,LTD",KOSDAQ,4289,,,,,107.81,83537553,4771434,,,,,,,,,,,,,,,88100,3.78E+11,849197,75261568500,,,,,,,,,,,,,,,,,34475,전자부품 및 반도체 제조,
하나머스트7호스팩,372290,금융 지원 서비스업,2021-03-05,서울특별시,Hana Must Seven Special Purpose Acquisition Company,KOSDAQ,4304,,,,,4.89,172890944,580179,,,,,,,,,,,,,,,2200,9468800000,7812,17033305,,,,,,,,,,,,,,,,,2095,금융,
뷰노,338220,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2021-02-26,서울특별시,"VUNO, Inc.",KOSDAQ,11249,,,,,-56.18,29939046,649258,,,,,,,,,,,,,,,18950,2.12E+11,66676,1249261950,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,17150,정보 통신 소프트웨어 및 공학연구,
하인크코리아,373200,그외 기타 제품 제조업,2021-02-26,서울특별시,HaAINC KOREA,KOSDAQ,17647,,,,,4.56,53950977,137830,,,,,,,,,,,,,,,2420,8518400000,607285,1565834275,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,2132.5,기타 제조업,
유일에너테크,340930,특수 목적용 기계 제조업,2021-02-25,경기도,"YOUIL ENERGY TECH CO.,LTD.",KOSDAQ,10675,,,,,-19.1,57118868,1209546,,,,,,,,,,,,,,,19200,2.05E+11,102135,1966930500,,,,,,,,,,,,,,,,,23200,"자동차, 기계, 장치, 장비 제조업",
씨이랩,189330,소프트웨어 개발 및 공급업,2021-02-24,서울특별시,"XIIlab Co., Ltd",KOSDAQ,6027,,,,,33.74,12047744,718667,,,,,,,,,,,,,,,33600,2.03E+11,30795,1020086600,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,18962.5,정보 통신 소프트웨어 및 공학연구,
오로스테크놀로지,322310,특수 목적용 기계 제조업,2021-02-24,경기도,"AUROS TECHNOLOGY, INC.",KOSDAQ,9367,,,,,-60.29,30410021,1049639,,,,,,,,,,,,,,,30950,2.90E+11,81124,2502568550,,,,,,,,,,,,,,,,,36675,"자동차, 기계, 장치, 장비 제조업",
피엔에이치테크,239890,기초 화학물질 제조업,2021-02-16,경기도,"P&H TECH Co., Ltd.",KOSDAQ,9207,,,,,304.46,23691161,704516,,,,,,,,,,,,,,,27900,1.27E+11,63258,1778080100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,16962.5,화학제품 제조업,
하나금융17호스팩,363260,금융 지원 서비스업,2021-02-10,서울특별시,Hana Financial Seventeen Special Purpose Acquisition Company,KOSDAQ,6810,,,,,39.97,46116116,115437,,,,,,,,,,,,,,,2810,19136100000,0,0,,,,,,,,,,,,,,,,,2074.5,금융,
아이퀘스트,262840,소프트웨어 개발 및 공급업,2021-02-05,서울특별시,"IQUEST Co., Ltd.",KOSDAQ,9860,,,,,-40.73,17384421,222413,,,,,,,,,,,,,,,10950,1.08E+11,22410,243571550,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,11945,정보 통신 소프트웨어 및 공학연구,
신한제7호스팩,366330,금융 지원 서비스업,2021-02-04,서울특별시,Shinhan 7th Special Purpose Acquisition Company,KOSDAQ,4550,,,,,10.19,51687084,126626,,,,,,,,,,,,,,,2080,9464000000,56371,116880325,,,,,,,,,,,,,,,,,2022,금융,
레인보우로보틱스,277810,특수 목적용 기계 제조업,2021-02-03,대전광역시,Rainbow Robotics,KOSDAQ,16135,,,,,-15.66,57079139,1390010,,,,,,,,,,,,,,,28200,4.55E+11,1306120,35951459450,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,25300,"자동차, 기계, 장치, 장비 제조업",
와이더플래닛,321820,소프트웨어 개발 및 공급업,2021-02-03,서울특별시,Wider Planet Inc.,KOSDAQ,6901,,,,,-38.32,17116048,380591,,,,,,,,,,,,,,,18250,1.26E+11,42973,786922800,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,5,17300,정보 통신 소프트웨어 및 공학연구,
솔루엠,248070,전자부품 제조업,2021-02-02,경기도,SOLUM,KOSPI,50006,,,,,1.77,183998733,4986978,,,,,,,,,336635,25003,218924,621506,7906,9016,22600,1.13E+12,178050,3992198600,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,22850,전자부품 및 반도체 제조,0
핑거,163730,소프트웨어 개발 및 공급업,2021-01-29,서울특별시,Finger Inc.,KOSDAQ,9239,,,,,-25.41,118140370,2764276,,,,,,,,,,,,,,,27450,2.54E+11,1155980,31482192800,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,9,21300,정보 통신 소프트웨어 및 공학연구,
모비릭스,348030,소프트웨어 개발 및 공급업,2021-01-28,서울특별시,MOBIRIX Corporation,KOSDAQ,9604,,,,,-18.33,28841697,655408,,,,,,,,,,,,,,,25000,2.33E+11,301703,7450581500,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,19075,정보 통신 소프트웨어 및 공학연구,
씨앤투스성진,352700,기타 섬유제품 제조업,2021-01-28,부산광역시,"CNTUS SUNGJIN CO.,Ltd",KOSDAQ,28277,,,,,-24.13,77346299,1277871,,,,,,,,,,,,,,,7800,2.21E+11,1044346,8109562220,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,7,6119.5,기타 제조업,
선진뷰티사이언스,86710,기타 화학제품 제조업,2021-01-27,경기도,"SUNJIN BEAUTY SCIENCE CO., LTD.",KOSDAQ,6116,,,,,-15.28,18397502,348586,,,,,,,,,,,,,,,13950,85313317500,4433,61988650,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,10,10160.5,화학제품 제조업,
DL이앤씨,375500,토목 건설업,2021-01-25,서울특별시,"DL E&C CO., LTD.",KOSPI,19359,,,,,19.64,44061472,5757034,,,,,,,,76,,,,,,,122500,2.37E+12,142802,17330635500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,123000,"건축, 건설, 공사",
엔비티,236810,광고업,2021-01-21,서울특별시,NBT INC.,KOSDAQ,8488,,,,,-19.36,134964523,3621310,,,,,,,,,,,,,,,33600,2.85E+11,6300267,2.05E+11,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,7,21225,사업지원 서비스업,
한국9호스팩,368770,금융 지원 서비스업,2021-01-21,대전광역시,"Korea No.9 Special Purpose Acquisition Co., LTD.",KOSDAQ,4810,,,,,44.86,115731485,327952,,,,,,,,,,,,,,,2920,14045200000,73679,212964695,,,,,,,,,,,,,,,,,2620,금융,
나우코스,257990,기타 화학제품 제조업,2020-12-30,세종특별자치시,NOWCOS,KONEX,3913,,,,,-43.73,382883,2724,,,,,,,,,,,,,,,5380,21049761100,140,720200,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,5,6915,화학제품 제조업,
베른,322190,자동차 차체 및 트레일러 제조업,2020-12-29,충청남도,VERNE,KONEX,8925,,,,,-0.42,2050105,2681,,,,,,,,,,,,,,,1235,11022618295,2,2530,,,,,,,,,,,,,,,,,1192.5,기타 제조업,
유안타제7호스팩,367460,금융 지원 서비스업,2020-12-28,서울특별시,Yuanta 7 SPECIAL PURPOSE ACQUISITION COMPANY,KOSDAQ,5500,,,,,3.85,6697021,14931,,,,,,,,,,,,,,,2140,11770000000,983,2122770,,,,,,,,,,,,,,,,,2120,금융,
루트락,253610,기타 전문 도매업,2020-12-24,서울특별시,Rootloc,KONEX,7773,,,,,-35.9,636582,1683,,,,,,,,,,,,,,,2195,17060731885,663,1453380,,,,,,,,,,,,,,,,,2880,도매 소매업,
ESR켄달스퀘어리츠,365550,부동산 임대 및 공급업,2020-12-23,서울특별시,ESR KENDALL SQUARE REIT,KOSPI,213089,,,,,17.35,82495474,548286,,,,,,,,,,,,,,,6350,1.35E+12,278555,1765323080,,,,,,,,,,,,,,,,,6232.5,기타 서비스업,
블리츠웨이,369370,"인형,장난감 및 오락용품 제조업",2020-12-23,서울특별시,Blitzway,KOSDAQ,35616,,,,,82.9,47835442,206136,,,,,,,,,,,,,,,5470,1.95E+11,688037,3704508735,,,,,,,,,,,,,,,,,4733,기타 제조업,
석경에이티,357550,기초 화학물질 제조업,2020-12-23,경기도,"Sukgyung AT Co., Ltd.",KOSDAQ,5455,,,,,-33.71,16019784,345741,,,,,,,,,,,,,,,18150,99008250000,20011,358319150,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,18375,화학제품 제조업,
지놈앤컴퍼니,314130,기초 의약물질 및 생물학적 제제 제조업,2020-12-23,경기도,Genome&Company,KOSDAQ,14066,,,,,-47.83,24783015,1052855,,,1276026,지놈앤컴퍼니,K,211,20150924,,,,,,,,36050,4.87E+11,102675,3708214950,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,6,43900,의료기기 의약품 제조업,
프리시젼바이오,335810,의료용 기기 제조업,2020-12-22,대전광역시,Precision Biosensor Inc.,KOSDAQ,11386,,,,,-39.31,36123171,605623,,,,,,,,,,,,,,,11150,1.27E+11,28685,320688500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11690,의료기기 의약품 제조업,
알체라,347860,소프트웨어 개발 및 공급업,2020-12-21,경기도,Alchera Inc.,KOSDAQ,13951,,,,,-26.23,158198859,6247260,,,,,,,,,,,,,,,34400,4.72E+11,189048,6530890350,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,5,29975,정보 통신 소프트웨어 및 공학연구,
엔에이치스팩18호,365590,금융 지원 서비스업,2020-12-21,서울특별시,NH SPECIAL PURPOSE ACQUISITION 18 COMPANY,KOSDAQ,4600,,,,,10.36,26766054,64512,,,,,,,,,,,,,,,2395,11017000000,80839,193309315,,,,,,,,,,,,,,,,,2101.5,금융,
에프앤가이드,64850,기타 정보 서비스업,2020-12-17,서울특별시,FnGuide Inc.,KOSDAQ,12080,,,,,22.54,46487810,503972,,,,,,,,,,,,,,,10250,1.24E+11,11035,113540150,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,8245,정보 통신 소프트웨어 및 공학연구,
에이치엠씨제5호스팩,353060,금융 지원 서비스업,2020-12-16,서울특별시,HMCIB No.5 Special Purpose Acquisition Company,KOSDAQ,5115,,,,,4.69,30968812,76865,,,,,,,,,,,,,,,2090,10690350000,41767,86477905,,,,,,,,,,,,,,,,,2072.5,금융,
티엘비,356860,전자부품 제조업,2020-12-14,경기도,"TLB Co., Ltd.",KOSDAQ,4916,,,,,-23.1,12570532,526542,,,,,,,,,,,,,,,42000,2.06E+11,124094,5184848300,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,36750,전자부품 및 반도체 제조,
씨엔티드림,286000,기타 화학제품 제조업,2020-12-11,충청남도,CNT Dream,KONEX,4535,,,,,-38.04,267973,1960,,,,,,,,,,,,,,,6800,30840312000,213,1448400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7450,화학제품 제조업,
인바이오,352940,"비료, 농약 및 살균, 살충제 제조업",2020-12-11,경기도,"ENBIOCO., LTD.",KOSDAQ,10868,,,,,-55.89,41764105,442810,,,,,,,,,,,,,,,7890,85746389700,15341,121444920,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,9295,기타 제조업,
엔젠바이오,354200,"그외 기타 전문, 과학 및 기술 서비스업",2020-12-10,서울특별시,"NGeneBio Co., Ltd.",KOSDAQ,12431,,,,,-25.73,30472168,600743,,,,,,,,,,,,,,,16400,2.04E+11,42801,696877450,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,13375,정보 통신 소프트웨어 및 공학연구,
DB금융스팩8호,367340,기타 금융업,2020-12-09,서울특별시,"DB Finance No.8 Special Purpose Acquisition Co., Ltd.",KOSDAQ,6050,,,,,2.66,28078641,66819,,,,,,,,,,,,,,,2085,12614250000,123527,257306330,,,,,,,,,,,,,,,,,2092.5,금융,
퀀타매트릭스,317690,의료용 기기 제조업,2020-12-09,서울특별시,QuantaMatrix Incorporated,KOSDAQ,16479,,,,,-44,59488191,997213,,,,,,,,,,,,,,,10850,1.79E+11,34778,375972850,,,,,,,,,,,,,,,,,11700,의료기기 의약품 제조업,
명신산업,9900,자동차 신품 부품 제조업,2020-12-07,경상북도,MYOUNG SHIN INDUSTRY,KOSPI,52470,,,,,-6.72,178751699,5324568,7218,147,,,,,,,223494,19787,104569,148453,2245,-132831,29800,1.56E+12,369182,10979777650,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,10,24450,"자동차, 기계, 장치, 장비 제조업",0.048621449
클리노믹스,352770,의료용품 및 기타 의약 관련제품 제조업,2020-12-04,울산광역시,Clinomics Inc.,KOSDAQ,13470,,,,,-12.3,62238934,1019357,,,,,,,,,,,,,,,13300,1.79E+11,297779,3970903350,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,11825,의료기기 의약품 제조업,
포인트모바일,318020,컴퓨터 및 주변장치 제조업,2020-12-03,서울특별시,"POINT MOBILE Co., Ltd.",KOSDAQ,12662,,,,,-6.2,44089109,1179410,,,,,,,,,,,,,,,18050,2.29E+11,74318,1328888750,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,6,19990,기타 제조업,
앱코,129890,컴퓨터 및 주변장치 제조업,2020-12-02,서울특별시,"ABKO CO., LTD.",KOSDAQ,9833,,,,,-33.59,29577600,538489,,,,,,,,,,,,,,,13950,1.37E+11,25978,360006800,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,4,21300,기타 제조업,
엔에프씨,265740,기타 화학제품 제조업,2020-12-02,인천광역시,NFC Corporation,KOSDAQ,8932,,,,,-22.05,12614385,194982,,,,,,,,,,,,,,,13700,1.22E+11,41402,564916900,,,,,,,,,,,,,,,,,14725,화학제품 제조업,
제일전기공업,199820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2020-11-26,부산광역시,"CHEIL ELECTRIC CO., LTD.",KOSDAQ,11110,,,,,-24.18,14198202,305330,,,,,,,,,,,,,,,18150,2.02E+11,16471,298556500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17450,"자동차, 기계, 장치, 장비 제조업",
하나기술,299030,특수 목적용 기계 제조업,2020-11-25,경기도,"HANA TECHNOLOGY CO.,LTD.",KOSDAQ,7473,,,,,0.04,27437003,1823159,,,,,,,,,,,,,,,52900,3.95E+11,74454,3901508300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,62489,"자동차, 기계, 장치, 장비 제조업",
에이플러스에셋,244920,보험 및 연금관련 서비스업,2020-11-20,서울특별시,A Plus Asset,KOSPI,22608,,,,,19.21,143469959,1452015,,,,,,,,,,,,,,,9050,2.05E+11,366702,3273289690,,,,,,,,,,,,,,,,,6905,금융,
티앤엘,340570,의료용품 및 기타 의약 관련제품 제조업,2020-11-20,경기도,"T&L Co., LTD.",KOSDAQ,8128,,,,,113.47,38785028,2022725,,,,,,,,,,,,,,,48150,3.91E+11,234228,11407387750,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,29662.5,의료기기 의약품 제조업,
고바이오랩,348150,자연과학 및 공학 연구개발업,2020-11-18,서울특별시,"KoBioLabs, Inc",KOSDAQ,16271,,,,,-49.56,32723915,970672,,,,,,,,,,,,,,,20750,3.38E+11,117242,2420768850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25575,정보 통신 소프트웨어 및 공학연구,
네패스아크,330860,"그외 기타 전문, 과학 및 기술 서비스업",2020-11-17,충청북도,Nepes Ark Corporation,KOSDAQ,12184,,,,,9.22,34893352,1651515,,,,,,,,,417541,6092,200999,114207,26919,24596,53400,6.51E+11,473976,25015154300,,,,,,,,,,,,,,,,,40850,정보 통신 소프트웨어 및 공학연구,0
교촌에프앤비,339770,음·식료품 및 담배 도매업,2020-11-12,경상북도,KYOCHON FOOD&BEVERAGE,KOSPI,24983,,,,,-7.45,33402498,647756,,,,,,,,,198205,12579,139546,435824,28591,16932,16200,4.05E+11,61627,1004103600,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,6,16800,도매 소매업,0
소룩스,290690,전구 및 조명장치 제조업,2020-11-06,충청남도,"Solux Co., Ltd.",KOSDAQ,8257,,,,,-42.51,35527502,545855,,,,,,,,,,,,,,,10500,86696851500,39520,410821900,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,17600,기타 제조업,
